"VideoAnalysis: Time (s)","VideoAnalysis: X","VideoAnalysis: Y","VideoAnalysis: X Velocity","VideoAnalysis: Y Velocity"
0,2.6171875,-168.1953125,0,0
0.311848958333,2.6171875,-168.1953125,0,0
0.645247395833,2.6171875,-168.1953125,0,0
0.978515625,2.6171875,-168.1953125,0,0
1.31184895833,2.6171875,-168.1953125,0,0
1.64524739583,2.6171875,-168.1953125,0.0188802083333,-0.0188802083333
1.978515625,2.6171875,-168.1953125,0.0755180678128,-0.0755180678129
2.31184895833,2.6171875,-168.1953125,0.245428881811,-0.245428881811
2.64524739583,2.84375,-168.421875,0.245442708333,-0.245442708333
2.978515625,2.84375,-168.421875,0.16698942198,-0.18652067198
3.31184895833,2.84375,-168.421875,0.384779024778,-0.462906885941
3.64524739583,2.84375,-168.421875,1.07389322917,-1.51888020833
3.978515625,3.94140625,-169.75390625,0.728273987505,-1.74648947213
4.31184895833,3.94140625,-169.75390625,-1.13206366909,-1.4299737373
4.64524739583,2.55859375,-170.6640625,-1.40657552083,-1.09700520833
4.978515625,2.55859375,-170.6640625,-0.460920620789,-0.303374306903
5.31184895833,2.55859375,-170.6640625,-0.115234375,-0.0758463541667
5.64524739583,2.55859375,-170.6640625,0,0
5.978515625,2.55859375,-170.6640625,0,0
6.31184895833,2.55859375,-170.6640625,0,0
6.64524739583,2.55859375,-170.6640625,0,0
6.978515625,2.55859375,-170.6640625,0,0
7.31184895833,2.55859375,-170.6640625,-0.0960286458333,0.134765625
7.64524739583,2.55859375,-170.6640625,-0.384114583333,0.5390625
7.978515625,2.55859375,-170.6640625,-1.24844273824,1.75205184282
8.31184895833,1.40625,-169.046875,-1.24830207128,1.75185443224
8.64524739583,1.40625,-169.046875,-0.384114583333,0.5390625
8.978515625,1.40625,-169.046875,-0.0960286458333,0.134765625
9.31184895833,1.40625,-169.046875,0,0
9.64524739583,1.40625,-169.046875,0,0
9.978515625,1.40625,-169.046875,0,0
10.3118489583,1.40625,-169.046875,0,0
10.6452473958,1.40625,-169.046875,0,0
10.978515625,1.40625,-169.046875,0,0
11.3118489583,1.40625,-169.046875,0.0188802083333,-0.113606770833
11.6452473958,1.40625,-169.046875,0.0755208333333,-0.454427083333
11.978515625,1.40625,-169.046875,0.245456538367,-1.47697123948
12.3118489583,1.6328125,-170.41015625,0.245428881811,-1.47680482331
12.6452473958,1.6328125,-170.41015625,0.568033854167,-0.527669270833
12.978515625,1.6328125,-170.41015625,1.98886014973,-0.406564792521
13.3118489583,1.6328125,-170.41015625,6.40230858931,-0.952094800129
13.6452473958,7.54296875,-171.2890625,6.40266927083,-0.9521484375
13.978515625,7.54296875,-171.2890625,1.96997994139,-0.292958021688
14.3118489583,7.54296875,-171.2890625,0.492513020833,-0.0732421875
14.6452473958,7.54296875,-171.2890625,0.0934244791667,0.0813802083333
14.978515625,7.54296875,-171.2890625,0.335272773775,0.28774849632
15.3118489583,7.54296875,-171.2890625,1.06079835143,0.906835913007
15.6452473958,8.6640625,-170.3125,0.715169270833,0.567057291667
15.978515625,8.203125,-170.765625,-0.221721509023,-0.33565155958
16.3118489583,8.203125,-170.765625,-0.444355631836,-0.750681513049
16.6452473958,8.203125,-170.765625,-1.28678385417,-2.2509765625
16.978515625,7.05078125,-172.80859375,-1.24844273824,-2.21334085458
17.3118489583,7.05078125,-172.80859375,-0.384128650716,-0.681014523134
17.6452473958,7.05078125,-172.80859375,-0.0960286458333,-0.170247395833
17.978515625,7.05078125,-172.80859375,0,0
18.3118489583,7.05078125,-172.80859375,0,0
18.6452473958,7.05078125,-172.80859375,0,0
18.978515625,7.05078125,-172.80859375,0,0
19.3118489583,7.05078125,-172.80859375,0,0
19.6452473958,7.05078125,-172.80859375,0,0
19.978515625,7.05078125,-172.80859375,0,0
20.3118489583,7.05078125,-172.80859375,0.169921875,-0.07421875
20.6452473958,7.05078125,-172.80859375,0.6796875,-0.296875
20.978515625,7.05078125,-172.80859375,2.2091088453,-0.964898116338
21.3118489583,9.08984375,-173.69921875,2.2088599363,-0.964789397464
21.6452473958,9.08984375,-173.69921875,0.6796875,-0.296875
21.978515625,9.08984375,-173.69921875,0.169921875,-0.07421875
22.3118489583,9.08984375,-173.69921875,-0.0960286458333,0.192057291667
22.6452473958,9.08984375,-173.69921875,-0.384114583333,0.768229166667
22.978515625,9.08984375,-173.69921875,-1.24844273824,2.49688547649
23.3118489583,7.9375,-171.39453125,-1.24830207128,2.49660414256
23.6452473958,7.9375,-171.39453125,-0.384114583333,0.768229166667
