"VideoAnalysis: Time (s)","VideoAnalysis: X","VideoAnalysis: Y","VideoAnalysis: X Velocity","VideoAnalysis: Y Velocity"
0,-401.53125,195.58984375,0,0
0.311653645833,-401.53125,195.58984375,0,0
0.644986979167,-401.53125,195.58984375,0,0
0.9783203125,-401.53125,195.58984375,0,0
1.31165364583,-401.53125,195.58984375,0,0
1.64498697917,-401.53125,195.58984375,0.477864583333,-0.323893229167
1.9783203125,-401.53125,195.58984375,1.91145833333,-1.29557291667
2.31165364583,-401.53125,195.58984375,6.21223958333,-4.21061197917
2.64498697917,-395.796875,191.703125,6.21223958333,-4.21061197917
2.9783203125,-395.796875,191.703125,1.91145833333,-1.29557291667
3.31165364583,-395.796875,191.703125,0.477864583333,-0.323893229167
3.64498697917,-395.796875,191.703125,0,0
3.9783203125,-395.796875,191.703125,0,0
4.31165364583,-395.796875,191.703125,0,0
4.64498697917,-395.796875,191.703125,0,0
4.9783203125,-395.796875,191.703125,0,0
5.31165364583,-395.796875,191.703125,0,0
5.64498697917,-395.796875,191.703125,0,0
5.9783203125,-395.796875,191.703125,0,0
6.31165364583,-395.796875,191.703125,-0.218098958333,-0.214518229167
6.64498697917,-395.796875,191.703125,-0.872395833333,-0.858072916667
6.9783203125,-395.796875,191.703125,-2.83528645833,-2.78873697917
7.31165364583,-398.4140625,189.12890625,-2.83528645833,-2.78873697917
7.64498697917,-398.4140625,189.12890625,-0.872395833333,-0.858072916667
7.9783203125,-398.4140625,189.12890625,-0.218098958333,-0.214518229167
8.31165364583,-398.4140625,189.12890625,0,0
8.64498697917,-398.4140625,189.12890625,0,0
8.9783203125,-398.4140625,189.12890625,0,0
9.31165364583,-398.4140625,189.12890625,0,0
9.64498697917,-398.4140625,189.12890625,0,0
9.91165364583,-398.4140625,189.12890625,0,0
10.3116536458,-398.4140625,189.12890625,0,0
10.6449869792,-398.4140625,189.12890625,0,0
10.9116536458,-398.4140625,189.12890625,0,0
11.3116536458,-398.4140625,189.12890625,0,0
11.6449869792,-398.4140625,189.12890625,0,0
11.9783203125,-398.4140625,189.12890625,0,0
12.3116536458,-398.4140625,189.12890625,0,0
12.6449869792,-398.4140625,189.12890625,0,0
12.9783203125,-398.4140625,189.12890625,0.374674479167,0.1640625
13.3116536458,-398.4140625,189.12890625,1.49869791667,0.65625
13.6449869792,-398.4140625,189.12890625,4.87076822917,2.1328125
13.9783203125,-393.91796875,191.09765625,4.87076822917,2.1328125
14.3116536458,-393.91796875,191.09765625,1.5184176261,0.664884868421
14.6449869792,-393.91796875,191.09765625,0.374674479167,0.1640625
14.9783203125,-393.91796875,191.09765625,0,0
15.2116536458,-393.91796875,191.09765625,0,0
15.6449869792,-393.91796875,191.09765625,0,0
15.9783203125,-393.91796875,191.09765625,0,0
16.3116536458,-393.91796875,191.09765625,0,0
16.6449869792,-393.91796875,191.09765625,0,0
16.9116536458,-393.91796875,191.09765625,0,0
17.3116536458,-393.91796875,191.09765625,0,0
17.6116536458,-393.91796875,191.09765625,0,0
17.9783203125,-393.91796875,191.09765625,0,0
18.3116536458,-393.91796875,191.09765625,0,0
18.6449869792,-393.91796875,191.09765625,0,0
18.9783203125,-393.91796875,191.09765625,0,0
19.3116536458,-393.91796875,191.09765625,0,0
19.6449869792,-393.91796875,191.09765625,0,0
19.9783203125,-393.91796875,191.09765625,0,0
20.3116536458,-393.91796875,191.09765625,-0.392903645833,-0.264973958333
20.6449869792,-393.91796875,191.09765625,-1.57161458333,-1.05989583333
20.9783203125,-393.91796875,191.09765625,-5.10774739583,-3.44466145833
21.3116536458,-398.6328125,187.91796875,-5.10774739583,-3.44466145833
21.6449869792,-398.6328125,187.91796875,-1.57161458333,-1.05989583333
21.9783203125,-398.6328125,187.91796875,-0.392903645833,-0.264973958333
22.3116536458,-398.6328125,187.91796875,0,0
22.6449869792,-398.6328125,187.91796875,0,0
22.9783203125,-398.6328125,187.91796875,0,0
23.3116536458,-398.6328125,187.91796875,0,0
23.6449869792,-398.6328125,187.91796875,0,0
23.9783203125,-398.6328125,187.91796875,0,0
24.3116536458,-398.6328125,187.91796875,-0.4853515625,-0.339518229167
24.6449869792,-398.6328125,187.91796875,-1.94140625,-1.35807291667
24.9783203125,-398.6328125,187.91796875,-6.3095703125,-4.41373697917
25.3116536458,-404.45703125,183.84375,-6.3095703125,-4.41373697917
25.6449869792,-404.45703125,183.84375,-1.94140625,-1.35807291667
25.9783203125,-404.45703125,183.84375,-0.4853515625,-0.339518229167
26.3116536458,-404.45703125,183.84375,0,0
26.6449869792,-404.45703125,183.84375,-1.67708333333,-9.71126302083
26.9783203125,-404.45703125,183.84375,-6.70833333333,-38.8450520833
27.3116536458,-404.45703125,183.84375,-21.8020833333,-126.246419271
27.6449869792,-424.58203125,67.30859375,-21.8020833333,-126.246419271
27.9783203125,-424.58203125,67.30859375,-11.1969401042,-37.216796875
28.3116536458,-424.58203125,67.30859375,-19.6315104167,-3.1982421875
28.6449869792,-424.58203125,67.30859375,-58.37109375,21.1673177083
28.9783203125,-478.4453125,86.84765625,-51.740234375,35.3600260417
29.3116536458,-478.4453125,86.84765625,8.5498046875,63.2838541667
29.6449869792,-478.67578125,86.84765625,82.2119140625,186.133463542
29.9783203125,-398.4140625,257.16015625,86.8733723958,184.505208333
30.3116536458,-398.4140625,257.16015625,20.74609375,50.7841796875
30.6449869792,-398.4140625,257.16015625,-17.0872395833,-8.11946614583
30.9783203125,-398.4140625,257.16015625,-77.1370442708,-71.2887369792
31.3116536458,-470.27734375,185.3203125,-75.5045572917,-56.0950520833
31.6449869792,-468.1328125,204.93359375,-21.4055989583,-1.04947916667
31.9783203125,-468.1328125,204.93359375,-5.44791666667,4.06901041667
32.3116536458,-467.84375,210.73828125,-1.82649739583,-4.8388671875
32.6449869792,-466.29296875,207.3125,-9.21028645833,-31.1943359375
32.9783203125,-478.34375,187.76953125,-2.24641927083,-43.7220052083
33.3116536458,-478.12109375,157.3359375,30.4765625,-1.15397135417
33.6449869792,-454.19140625,180.11328125,51.6412760417,58.2076822917
33.9783203125,-429.59375,221.93359375,34.642578125,50.3616536458
34.3116536458,-429.59375,221.93359375,9.9384765625,16.0533854167
34.6449869792,-429.59375,221.93359375,1.0302734375,4.345703125
34.9783203125,-429.59375,221.93359375,-3.64680989583,0.670247395833
35.3116536458,-432.65234375,224.515625,-7.7900390625,-10.2747395833
35.6449869792,-432.65234375,224.515625,-19.439453125,-51.4137369792
35.9783203125,-436.65234375,198.9921875,-50.2548828125,-121.245768229
36.3116536458,-474.37109375,144.22265625,-52.517578125,-194.727539063
36.6449869792,-492.53515625,67.8125,9.54166666667,-260.012695312
36.9783203125,-477.53515625,-40.26953125,105.425130208,-284.544596354
37.3116536458,-425.26953125,-137.2421875,207.015950521,-254.670572917
37.6449869792,-323.82421875,-226.50390625,261.896484375,-171.222981771
37.9783203125,-228.58203125,-257.87109375,252.759765625,-64.83203125
38.3116536458,-165.4375,-258.6640625,257.805664063,13.6813151042
38.6449869792,-56.2578125,-246.01953125,254.572916667,79.1009114583
38.9783203125,23.06640625,-202.48046875,197.488606771,124.763997396
39.3116536458,76.80859375,-151.80078125,130.899088542,133.787760417
39.6449869792,118.34375,-101.15625,44.3489583333,104.184570312
39.9783203125,92.33984375,-81.1953125,-0.775716145833,66.5237630208
40.3116536458,102.0625,-59.6015625,0.110677083333,35.9453125
40.6449869792,99.16015625,-59.890625,-8.9560546875,14.919921875
40.9783203125,93.234375,-53.91796875,-8.591796875,7.96451822917
41.3116536458,92.08203125,-53.9140625,-6.26692708333,1.39908854167
41.6449869792,91.09765625,-55.11328125,-7.49348958333,1.54915364583
41.9783203125,85.8359375,-52.875,-5.50423177083,1.755859375
42.3116536458,86.0625,-53.1015625,-0.188802083333,0.323567708333
42.6449869792,86.96875,-53.1015625,2.099609375,0.1640625
42.9783203125,87.83984375,-53.390625,3.0244140625,1.0751953125
43.3116536458,89.39453125,-53.16015625,2.29557291667,3.91536458333
43.6449869792,89.62109375,-49.6875,0.836263020833,3.81477864583
43.9783203125,89.62109375,-49.6875,0.205078125,1.1767578125
44.3116536458,89.62109375,-49.6875,0.0188802083333,0.289388020833
44.6449869792,89.62109375,-49.6875,0,0
44.9783203125,89.62109375,-49.6875,0,0
45.3116536458,89.62109375,-49.6875,0,0
45.6449869792,89.62109375,-49.6875,0,0
45.9783203125,89.62109375,-49.6875,0,0
46.2116536458,89.62109375,-49.6875,0,0
46.6449869792,89.62109375,-49.6875,0,0
46.9783203125,89.62109375,-49.6875,0,0
47.3116536458,89.62109375,-49.6875,0.0496031746032,0.330791170635
47.6449869792,89.62109375,-49.6875,0.208333333333,1.38932291667
47.9783203125,89.62109375,-49.6875,0.677083333333,4.51529947917
48.3116536458,90.24609375,-45.51953125,0.677083333333,4.51529947917
48.6449869792,90.24609375,-45.51953125,0.208333333333,1.38932291667
48.9783203125,90.24609375,-45.51953125,0.0520833333333,0.347330729167
49.3116536458,90.24609375,-45.51953125,0,0
49.6449869792,90.24609375,-45.51953125,0,0
49.9783203125,90.24609375,-45.51953125,0,0
50.3116536458,90.24609375,-45.51953125,0,0
