"VideoAnalysis: Time (s)","VideoAnalysis: X","VideoAnalysis: Y","VideoAnalysis: X Velocity","VideoAnalysis: Y Velocity"
0,33.14453125,-159.4140625,0,0
0.321809895833,33.14453125,-159.4140625,0,0
0.655078125,33.14453125,-159.4140625,0,0
0.9884765625,33.14453125,-159.4140625,0,0
1.32180989583,33.14453125,-159.4140625,0,0
1.655078125,33.14453125,-159.4140625,0,0
1.9884765625,33.14453125,-159.4140625,0,0
2.32180989583,33.14453125,-159.4140625,0,0
2.655078125,33.14453125,-159.4140625,0,0
2.9884765625,33.14453125,-159.4140625,0.127604166667,0.0218098958333
3.32180989583,33.14453125,-159.4140625,0.510397975563,0.0872363886804
3.655078125,33.14453125,-159.4140625,1.677734375,0.2646484375
3.9884765625,34.67578125,-159.15234375,1.73428431757,0.207989074692
4.32180989583,34.67578125,-159.15234375,0.755854513929,-0.158220149686
4.655078125,34.90234375,-159.37890625,0.373046875,-0.2236328125
4.9884765625,34.90234375,-159.37890625,0.0755235991239,-0.0755235991239
5.32180989583,34.90234375,-159.37890625,0.0188802083333,-0.0188802083333
5.655078125,34.90234375,-159.37890625,0,0
5.9884765625,34.90234375,-159.37890625,0,0
6.32180989583,34.90234375,-159.37890625,0,0
6.655078125,34.90234375,-159.37890625,0,0
6.9884765625,34.90234375,-159.37890625,0,0
7.32180989583,34.90234375,-159.37890625,0,0
7.655078125,34.90234375,-159.37890625,0,0
7.9884765625,34.90234375,-159.37890625,0,0
8.32180989583,34.90234375,-159.37890625,0,0
8.655078125,34.90234375,-159.37890625,-0.0768229166667,0.0576171875
8.9884765625,34.90234375,-159.37890625,-0.307302920573,0.23047719043
9.32180989583,34.90234375,-159.37890625,-0.998754190595,0.749065642946
9.655078125,33.98046875,-158.6875,-0.998697916667,0.7490234375
9.9884765625,33.98046875,-158.6875,-0.307302920573,0.23047719043
10.3218098958,33.98046875,-158.6875,-0.0768229166667,0.0576171875
10.655078125,33.98046875,-158.6875,0,0
10.9884765625,33.98046875,-158.6875,0,0
11.3218098958,33.98046875,-158.6875,0,0
11.655078125,33.98046875,-158.6875,0,0
11.9884765625,33.98046875,-158.6875,0,0
12.3218098958,33.98046875,-158.6875,0,0
12.655078125,33.98046875,-158.6875,0,0
12.9884765625,33.98046875,-158.6875,-0.115234375,0.0192057291667
13.3218098958,33.98046875,-158.6875,-0.460920620789,0.0768201034648
13.655078125,33.98046875,-158.6875,-1.498046875,0.249674479167
13.9884765625,32.59765625,-158.45703125,-1.49796248554,0.249660414256
14.3218098958,32.59765625,-158.45703125,-0.460920620789,0.0768201034648
14.655078125,32.59765625,-158.45703125,-0.115234375,0.0192057291667
14.9884765625,32.59765625,-158.45703125,0,0
15.3218098958,32.59765625,-158.45703125,0,0
15.655078125,32.59765625,-158.45703125,0,0
15.9884765625,32.59765625,-158.45703125,0,0
16.3218098958,32.59765625,-158.45703125,0,0
16.655078125,32.59765625,-158.45703125,0,0
16.9884765625,32.59765625,-158.45703125,0,0
17.3218098958,32.59765625,-158.45703125,0,0
17.655078125,32.59765625,-158.45703125,-0.0192057291667,0
17.9884765625,32.59765625,-158.45703125,-0.0768257301433,0
18.3218098958,32.59765625,-158.45703125,-0.249688547649,0
18.655078125,32.3671875,-158.45703125,-0.249674479167,0
18.9884765625,32.3671875,-158.45703125,-0.0768257301433,0
19.3218098958,32.3671875,-158.45703125,-0.0192057291667,0
19.655078125,32.3671875,-158.45703125,0,0
19.9884765625,32.3671875,-158.45703125,0,0
20.3218098958,32.3671875,-158.45703125,0,0
20.655078125,32.3671875,-158.45703125,0,0
20.9884765625,32.3671875,-158.45703125,0,0
21.3218098958,32.3671875,-158.45703125,0,0
21.655078125,32.3671875,-158.45703125,0,0
21.9884765625,32.3671875,-158.45703125,0,0
22.3218098958,32.3671875,-158.45703125,-0.115234375,0
22.655078125,32.3671875,-158.45703125,-0.4609375,0
22.9884765625,32.3671875,-158.45703125,-1.49796248554,0
23.3218098958,30.984375,-158.45703125,-1.49813128589,0
23.655078125,30.984375,-158.45703125,-0.4609375,0
23.9884765625,30.984375,-158.45703125,-0.115234375,0
24.3218098958,30.984375,-158.45703125,0,0
24.655078125,30.984375,-158.45703125,0,0
24.9884765625,30.984375,-158.45703125,0,0
25.3218098958,30.984375,-158.45703125,0,0
25.655078125,30.984375,-158.45703125,0,0
25.9884765625,30.984375,-158.45703125,0,0
26.3218098958,30.984375,-158.45703125,-0.0768229166667,-0.303059895833
26.655078125,30.984375,-158.45703125,-0.212565104167,-1.23111979167
26.9884765625,30.984375,-158.45703125,-0.619721530386,-4.01508030544
27.3218098958,30.0625,-162.09375,0.23276051052,-4.18545718008
27.655078125,31.19921875,-162.3203125,0.924153645833,-1.45768229167
27.9884765625,31.19921875,-162.3203125,0.302097209972,-0.378583494957
28.3218098958,31.19921875,-162.3203125,0.0947265625,-0.0188802083333
28.655078125,31.19921875,-162.3203125,0,0
28.9884765625,31.19921875,-162.3203125,0,0
29.3218098958,31.19921875,-162.3203125,0,0
29.655078125,31.19921875,-162.3203125,0,0
29.9884765625,31.19921875,-162.3203125,0,0
30.3218098958,31.19921875,-162.3203125,0,0
30.655078125,31.19921875,-162.3203125,0,0
30.9884765625,31.19921875,-162.3203125,0,0
31.3218098958,31.19921875,-162.3203125,0.15625,0.396484375
31.655078125,31.19921875,-162.3203125,0.625,1.5859375
31.9884765625,31.19921875,-162.3203125,2.03113557361,5.15400651803
32.3218098958,33.07421875,-157.5625,2.03136445545,5.1545873057
32.655078125,33.07421875,-157.5625,0.625,1.5859375
32.9884765625,33.07421875,-157.5625,0.15625,0.396484375
33.3218098958,33.07421875,-157.5625,0,0
33.655078125,33.07421875,-157.5625,0,0
33.9884765625,33.07421875,-157.5625,0,0
34.3218098958,33.07421875,-157.5625,0,0
34.655078125,33.07421875,-157.5625,0,0
34.9884765625,33.07421875,-157.5625,0,0
35.3218098958,33.07421875,-157.5625,0,0
35.655078125,33.07421875,-157.5625,0,0
35.9884765625,33.07421875,-157.5625,0,0
36.3218098958,33.07421875,-157.5625,-0.0768229166667,-0.0377604166667
36.655078125,33.07421875,-157.5625,-0.307291666667,-0.151041666667
36.9884765625,33.07421875,-157.5625,-0.998641657025,-0.490857763622
37.3218098958,32.15234375,-158.015625,-0.998754190595,-0.490913076733
37.655078125,32.15234375,-158.015625,-0.307291666667,-0.151041666667
37.9884765625,32.15234375,-158.015625,-0.0768229166667,-0.0377604166667
38.3218098958,32.15234375,-158.015625,0,0
38.655078125,32.15234375,-158.015625,0,0
38.9884765625,32.15234375,-158.015625,0,0
39.3218098958,32.15234375,-158.015625,0,0
39.655078125,32.15234375,-158.015625,0,0
39.9884765625,32.15234375,-158.015625,0,0
40.3218098958,32.15234375,-158.015625,0,0
40.655078125,32.15234375,-158.015625,-0.0384114583333,-0.130208333333
40.9884765625,32.15234375,-158.015625,-0.153651460287,-0.520852407751
41.3218098958,32.15234375,-158.015625,-0.499377095298,-1.69280371287
41.655078125,31.69140625,-159.578125,-0.499348958333,-1.69270833333
41.9884765625,31.69140625,-159.578125,-0.153651460287,-0.520852407751
42.3218098958,31.69140625,-159.578125,-0.0384114583333,-0.130208333333
42.655078125,31.69140625,-159.578125,0,0
42.9884765625,31.69140625,-159.578125,0,0
43.3218098958,31.69140625,-159.578125,0,0
43.655078125,31.69140625,-159.578125,0,0
43.9884765625,31.69140625,-159.578125,0,0
44.3218098958,31.69140625,-159.578125,0,0
44.655078125,31.69140625,-159.578125,0.1298828125,0.0774739583333
44.9884765625,31.69140625,-159.578125,0.519550276732,0.309907182612
45.3218098958,31.69140625,-159.578125,1.68857170359,1.00721820916
45.655078125,33.25,-158.6484375,1.6884765625,1.00716145833
45.9884765625,33.25,-158.6484375,0.519550276732,0.309907182612
46.3218098958,33.25,-158.6484375,0.1298828125,0.0774739583333
46.655078125,33.25,-158.6484375,0,0
46.9884765625,33.25,-158.6484375,0,0
47.3218098958,33.25,-158.6484375,0,0
47.655078125,33.25,-158.6484375,0,0
47.9884765625,33.25,-158.6484375,0,0
48.3218098958,33.25,-158.6484375,0,0
48.655078125,33.25,-158.6484375,0,0
48.9884765625,33.25,-158.6484375,0,0
49.3218098958,33.25,-158.6484375,0,0
49.655078125,33.25,-158.6484375,0,0
49.9884765625,33.25,-158.6484375,0,0
50.3218098958,33.25,-158.6484375,0,0
