"VideoAnalysis: Time (s)","VideoAnalysis: X","VideoAnalysis: Y","VideoAnalysis: X Velocity","VideoAnalysis: Y Velocity"
0,37.59375,-162.63671875,0,0
0.333268229167,37.59375,-162.63671875,-0.171395087651,-0.438497973534
0.666666666667,37.59375,-162.63671875,-0.479899550302,-1.22777719707
1,37.59375,-162.63671875,-1.48543525805,-3.8003443354
1.33326822917,36.22265625,-166.14453125,-1.4853515625,-3.80013020833
1.66666666667,36.22265625,-166.14453125,-0.476253716968,-1.18819386373
2,36.22265625,-166.14453125,-0.191077915965,-0.367835776146
2.33326822917,36.22265625,-166.14453125,-0.249674479167,-0.245442708333
2.66666666667,35.9921875,-166.37109375,-0.249660414256,-0.245428881811
3,35.9921875,-166.37109375,-0.0589164576315,-0.189124838646
3.33326822917,35.9921875,-166.37109375,0.0524088541667,-0.473307291667
3.66666666667,35.9921875,-166.37109375,0.232734284476,-1.47680482331
4,36.20703125,-167.734375,0.23276051052,-1.47697123948
4.33326822917,36.20703125,-167.734375,0.0716145833333,-0.454427083333
4.66666666667,36.20703125,-167.734375,0.0179036458333,-0.113606770833
5,36.20703125,-167.734375,0,0
5.33326822917,36.20703125,-167.734375,0,0
5.66666666667,36.20703125,-167.734375,0,0
6,36.20703125,-167.734375,0,0
6.33326822917,36.20703125,-167.734375,0,0
6.66666666667,36.20703125,-167.734375,0,0
7,36.20703125,-167.734375,0,0
7.33326822917,36.20703125,-167.734375,0,0
7.66666666667,36.20703125,-167.734375,0,0
8,36.20703125,-167.734375,0.125651041667,0.104166666667
8.33326822917,36.20703125,-167.734375,0.502604166667,0.416666666667
8.66666666667,36.20703125,-167.734375,1.63337152378,1.35409038241
9,37.71484375,-166.484375,1.63355558292,1.3542429703
9.33326822917,37.71484375,-166.484375,0.502604166667,0.416666666667
9.66666666667,37.71484375,-166.484375,0.048828125,0.06640625
10,37.71484375,-166.484375,-0.307280413859,-0.151036135626
10.3332682292,37.71484375,-166.484375,-0.998697916667,-0.490885416667
10.6666666667,36.79296875,-166.9375,-0.998641657025,-0.490857763622
